0	0	1	0
0.0314159	0.0314159	1	0.501974
0.0628319	0.0627078	0.996052	0.503924
0.0942478	0.0937522	0.988172	0.505821
0.125664	0.124426	0.976391	0.507633
0.15708	0.154609	0.960755	0.509333
0.188496	0.184182	0.941326	0.510893
0.219911	0.213028	0.918181	0.51229
0.251327	0.241032	0.891411	0.5135
0.282743	0.268085	0.861122	0.514505
0.314159	0.29408	0.827434	0.515289
0.345575	0.318913	0.790479	0.51584
0.376991	0.342488	0.750403	0.516148
0.408407	0.36471	0.707365	0.51621
0.439823	0.385493	0.661534	0.516023
0.471239	0.404754	0.613091	0.515592
0.502655	0.422417	0.562228	0.514922
0.534071	0.438412	0.509146	0.514025
0.565487	0.452677	0.454053	0.512914
0.596903	0.465154	0.397168	0.511608
0.628319	0.475795	0.338715	0.510126
0.659734	0.484558	0.278925	0.508492
0.69115	0.491407	0.218034	0.506732
0.722566	0.496317	0.156282	0.504874
0.753982	0.499268	0.0939128	0.502946
0.785398	0.500247	0.0311729	0.50098
0.816814	0.499251	-0.0316899	0.499006
0.84823	0.496285	-0.0944277	0.497056
0.879646	0.491359	-0.156793	0.495159
0.911062	0.484493	-0.218539	0.493347
0.942478	0.475715	-0.279422	0.491648
0.973894	0.465059	-0.339202	0.490088
1.00531	0.452566	-0.397643	0.488693
1.03673	0.438287	-0.454514	0.487483
1.06814	0.422278	-0.509591	0.486479
1.09956	0.404602	-0.562656	0.485696
1.13097	0.385328	-0.6135	0.485147
1.16239	0.364533	-0.661922	0.484839
1.19381	0.342299	-0.70773	0.484779
1.22522	0.318714	-0.750745	0.484966
1.25664	0.29387	-0.790796	0.485398
1.28805	0.267867	-0.827724	0.486069
1.31947	0.240805	-0.861386	0.486967
1.35088	0.212794	-0.891646	0.488079
1.3823	0.183942	-0.918386	0.489386
1.41372	0.154363	-0.941501	0.490868
1.44513	0.124176	-0.960899	0.492503
1.47655	0.0934981	-0.976504	0.494263
1.50796	0.0624512	-0.988253	0.496122
1.53938	0.0311578	-0.996101	0.49805
1.5708	-0.000258628	-1.00002	0.500016
1.60221	-0.031674	-0.999984	0.50199
1.63363	-0.0629644	-0.996003	0.50394
1.66504	-0.0940062	-0.988091	0.505836
1.69646	-0.124677	-0.976278	0.507648
1.72788	-0.154855	-0.96061	0.509347
1.75929	-0.184422	-0.941151	0.510906
1.79071	-0.213262	-0.917976	0.512301
1.82212	-0.241259	-0.891176	0.513509
1.85354	-0.268303	-0.860859	0.514512
1.88496	-0.294289	-0.827143	0.515294
1.91637	-0.319112	-0.790161	0.515843
1.94779	-0.342676	-0.750061	0.51615
1.9792	-0.364887	-0.706999	0.516209
2.01062	-0.385658	-0.661146	0.516021
2.04204	-0.404906	-0.612682	0.515587
2.07345	-0.422555	-0.5618	0.514916
2.10487	-0.438537	-0.508701	0.514017
2.13628	-0.452787	-0.453592	0.512904
2.1677	-0.465249	-0.396694	0.511596
2.19911	-0.475875	-0.338229	0.510113
2.23053	-0.484622	-0.278428	0.508478
2.26195	-0.491456	-0.217529	0.506717
2.29336	-0.49635	-0.155771	0.504858
2.32478	-0.499284	-0.0933978	0.50293
2.35619	-0.500247	-0.0306559	0.500964
2.38761	-0.499235	0.0322069	0.49899
2.41903	-0.496252	0.0949426	0.49704
2.45044	-0.49131	0.157304	0.495144
2.48186	-0.484429	0.219043	0.493333
2.51327	-0.475635	0.279919	0.491635
2.54469	-0.464963	0.339689	0.490076
2.57611	-0.452456	0.398118	0.488682
2.60752	-0.438163	0.454975	0.487474
2.63894	-0.422139	0.510036	0.486472
2.67035	-0.40445	0.563084	0.485691
2.70177	-0.385163	0.613908	0.485143
2.73319	-0.364356	0.662309	0.484838
2.7646	-0.342111	0.708096	0.484779
2.79602	-0.318515	0.751087	0.484969
2.82743	-0.293661	0.791112	0.485403
2.85885	-0.267648	0.828015	0.486075
2.89027	-0.240579	0.861649	0.486975
2.92168	-0.212559	0.891881	0.488088
2.9531	-0.183701	0.918592	0.489397
2.98451	-0.154117	0.941676	0.490881
3.01593	-0.123925	0.961043	0.492517
3.04734	-0.093244	0.976616	0.494278
3.07876	-0.0621946	0.988333	0.496138
3.11018	-0.0308997	0.996149	0.498066
3.14159	0.000517256	1.00003	0.500033
3.17301	0.0319321	0.999967	0.502006
3.20442	0.063221	0.995954	0.503956
3.23584	0.0942602	0.98801	0.505852
3.26726	0.124927	0.976165	0.507662
3.29867	0.155101	0.960466	0.50936
3.33009	0.184663	0.940975	0.510918
3.3615	0.213495	0.91777	0.512311
3.39292	0.241485	0.890941	0.513518
3.42434	0.268522	0.860595	0.51452
3.45575	0.294498	0.826852	0.5153
3.48717	0.319312	0.789844	0.515847
3.51858	0.342865	0.749718	0.516151
3.55	0.365064	0.706633	0.516208
3.58142	0.385822	0.660757	0.516018
3.61283	0.405058	0.612273	0.515583
3.64425	0.422694	0.561372	0.514909
3.67566	0.438661	0.508255	0.514008
3.70708	0.452896	0.453131	0.512894
3.7385	0.465344	0.396219	0.511585
3.76991	0.475955	0.337742	0.5101
3.80133	0.484686	0.277932	0.508464
3.83274	0.491504	0.217024	0.506702
3.86416	0.496382	0.15526	0.504842
3.89557	0.4993	0.0928828	0.502914
3.92699	0.500247	0.0301389	0.500947
3.95841	0.499218	-0.0327239	0.498974
3.98982	0.49622	-0.0954576	0.497024
4.02124	0.491262	-0.157814	0.495129
4.05265	0.484364	-0.219548	0.493318
4.08407	0.475555	-0.280415	0.491621
4.11549	0.464868	-0.340175	0.490064
4.1469	0.452346	-0.398592	0.488671
