0	0	0
0.00628319	0	0
0.0125664	0	0
0.0188496	0	0
0.0251327	0	0
0.0314159	0	0
0.0376991	0	0
0.0439823	0	0
0.0502655	0	0
0.0565487	0	0
0.0628319	0	0
0.069115	0	0
0.0753982	0	0
0.0816814	0	0
0.0879646	0	0
0.0942478	0	0
0.100531	0	0
0.106814	0	0
0.113097	0	0
0.119381	0	0
0.125664	0	0
0.131947	0	0
0.13823	0	0
0.144513	0	0
0.150796	0	0
0.15708	0	0
0.163363	0	0
0.169646	0	0
0.175929	0	0
0.182212	0	0
0.188496	0	0
0.194779	0	0
0.201062	0	0
0.207345	0	0
0.213628	0	0
0.219911	0	0
0.226195	0	0
0.232478	0	0
0.238761	0	0
0.245044	0	0
0.251327	0	0
0.257611	0	0
0.263894	0	0
0.270177	0	0
0.27646	0	0
0.282743	0	0
0.289027	0	0
0.29531	0	0
0.301593	0	0
0.307876	0	0
0.314159	0	0
0.320442	0	0
0.326726	0	0
0.333009	0	0
0.339292	0	0
0.345575	0	0
0.351858	0	0
0.358142	0	0
0.364425	0	0
0.370708	0	0
0.376991	0	0
0.383274	0	0
0.389557	0	0
0.395841	0	0
0.402124	0	0
0.408407	0	0
0.41469	0	0
0.420973	0	0
0.427257	0	0
0.43354	0	0
0.439823	0	0
0.446106	0	0
0.452389	0	0
0.458673	0	0
0.464956	0	0
0.471239	0	0
0.477522	0	0
0.483805	0	0
0.490088	0	0
0.496372	0	0
0.502655	0	0
0.508938	0	0
0.515221	0	0
0.521504	0	0
0.527788	0	0
0.534071	0	0
0.540354	0	0
0.546637	0	0
0.55292	0	0
0.559203	0	0
0.565487	0	0
0.57177	0	0
0.578053	0	0
0.584336	0	0
0.590619	0	0
0.596903	0	0
0.603186	0	0
0.609469	0	0
0.615752	0	0
0.622035	0	0
0.628319	0	0
0.634602	0	0
0.640885	0	0
0.647168	0	0
0.653451	0	0
0.659734	0	0
0.666018	0	0
0.672301	0	0
0.678584	0	0
0.684867	0	0
0.69115	0	0
0.697434	0	0
0.703717	0	0
0.71	0	0
0.716283	0	0
0.722566	0	0
0.728849	0	0
0.735133	0	0
0.741416	0	0
0.747699	0	0
0.753982	0	0
0.760265	0	0
0.766549	0	0
0.772832	0	0
0.779115	0	0
0.785398	0	0
0.791681	0	0
0.797965	0	0
0.804248	0	0
0.810531	0	0
0.816814	0	0
0.823097	0	0
0.82938	0	0
0.835664	0	0
0.841947	0	0
0.84823	0	0
0.854513	0	0
0.860796	0	0
0.86708	0	0
0.873363	0	0
0.879646	0	0
0.885929	0	0
0.892212	0	0
0.898495	0	0
0.904779	0	0
0.911062	0	0
0.917345	0	0
0.923628	0	0
0.929911	0	0
0.936195	0	0
0.942478	0	0
0.948761	0	0
0.955044	0	0
0.961327	0	0
0.967611	0	0
0.973894	0	0
0.980177	0	0
0.98646	0	0
0.992743	0	0
0.999026	0	0
1.00531	0	0
1.01159	0	0
1.01788	0	0
1.02416	0	0
1.03044	0	0
1.03673	0	0
1.04301	0	0
1.04929	0	0
1.05558	0	0
1.06186	0	0
1.06814	0	0
1.07442	0	0
1.08071	0	0
1.08699	0	0
1.09327	0	0
1.09956	0	0
1.10584	0	0
1.11212	0	0
1.11841	0	0
1.12469	0	0
1.13097	0	0
1.13726	0	0
1.14354	0	0
1.14982	0	0
1.15611	0	0
1.16239	0	0
1.16867	0	0
1.17496	0	0
1.18124	0	0
1.18752	0	0
1.19381	0	0
1.20009	0	0
1.20637	0	0
1.21265	0	0
1.21894	0	0
1.22522	0	0
1.2315	0	0
1.23779	0	0
1.24407	0	0
1.25035	0	0
1.25664	0	0
1.26292	0	0
1.2692	0	0
1.27549	0	0
1.28177	0	0
1.28805	0	0
1.29434	0	0
1.30062	0	0
1.3069	0	0
1.31319	0	0
1.31947	0	0
1.32575	0	0
1.33204	0	0
1.33832	0	0
1.3446	0	0
1.35088	0	0
1.35717	0	0
1.36345	0	0
1.36973	0	0
1.37602	0	0
1.3823	0	0
1.38858	0	0
1.39487	0	0
1.40115	0	0
1.40743	0	0
1.41372	0	0
1.42	0	0
1.42628	0	0
1.43257	0	0
1.43885	0	0
1.44513	0	0
1.45142	0	0
1.4577	0	0
1.46398	0	0
1.47027	0	0
1.47655	0	0
1.48283	0	0
1.48911	0	0
1.4954	0	0
1.50168	0	0
1.50796	0	0
1.51425	0	0
1.52053	0	0
1.52681	0	0
1.5331	0	0
1.53938	0	0
1.54566	0	0
1.55195	0	0
1.55823	0	0
1.56451	0	0
1.5708	0	0
1.57708	0	0
1.58336	0	0
1.58965	0	0
1.59593	0	0
1.60221	0	0
1.6085	0	0
1.61478	0	0
1.62106	0	0
1.62734	0	0
1.63363	0	0
1.63991	0	0
1.64619	0	0
1.65248	0	0
1.65876	0	0
1.66504	0	0
1.67133	0	0
1.67761	0	0
1.68389	0	0
1.69018	0	0
1.69646	0	0
1.70274	0	0
1.70903	0	0
1.71531	0	0
1.72159	0	0
1.72788	0	0
1.73416	0	0
1.74044	0	0
1.74673	0	0
1.75301	0	0
1.75929	0	0
1.76558	0	0
1.77186	0	0
1.77814	0	0
1.78442	0	0
1.79071	0	0
1.79699	0	0
1.80327	0	0
1.80956	0	0
1.81584	0	0
1.82212	0	0
1.82841	0	0
1.83469	0	0
1.84097	0	0
1.84726	0	0
1.85354	0	0
1.85982	0	0
1.86611	0	0
1.87239	0	0
1.87867	0	0
1.88496	0	0
1.89124	0	0
1.89752	0	0
1.90381	0	0
1.91009	0	0
1.91637	0	0
1.92265	0	0
1.92894	0	0
1.93522	0	0
1.9415	0	0
1.94779	0	0
1.95407	0	0
1.96035	0	0
1.96664	0	0
1.97292	0	0
1.9792	0	0
1.98549	0	0
1.99177	0	0
1.99805	0	0
2.00434	0	0
2.01062	0	0
2.0169	0	0
2.02319	0	0
2.02947	0	0
2.03575	0	0
2.04204	0	0
2.04832	0	0
2.0546	0	0
2.06088	0	0
2.06717	0	0
2.07345	0	0
2.07973	0	0
2.08602	0	0
2.0923	0	0
2.09858	0	0
